Tahun,Bulan,Hari,Tanggal,Pajak
2004,3,1,2004-03-01,260361540.0
2004,3,2,2004-03-02,275824350.0
2004,3,3,2004-03-03,291588800.0
2004,3,4,2004-03-04,307673150.0
2004,3,5,2004-03-05,324096480.0
2004,3,6,2004-03-06,340879100.0
2004,3,7,2004-03-07,358042180.0
2004,3,8,2004-03-08,375608100.0
2004,3,9,2004-03-09,393600700.0
2004,3,10,2004-03-10,412045100.0
2004,3,11,2004-03-11,430967870.0
2004,3,12,2004-03-12,450397280.0
2004,3,13,2004-03-13,470363070.0
2004,3,14,2004-03-14,490897150.0
2004,3,15,2004-03-15,512033180.0
2004,3,16,2004-03-16,533807100.0
2004,3,17,2004-03-17,556257000.0
2004,3,18,2004-03-18,579423600.0
2004,3,19,2004-03-19,603350200.0
2004,3,20,2004-03-20,628082900.0
2004,3,21,2004-03-21,653671040.0
2004,3,22,2004-03-22,680167100.0
2004,3,23,2004-03-23,707626940.0
2004,3,24,2004-03-24,736110460.0
2004,3,25,2004-03-25,765681400.0
2004,3,26,2004-03-26,796407800.0
2004,3,27,2004-03-27,828362050.0
2004,3,28,2004-03-28,861621570.0
2004,3,29,2004-03-29,896268540.0
2004,3,30,2004-03-30,932390800.0
2004,3,31,2004-03-31,970080960.0
2004,4,1,2004-04-01,327025540.0
2004,4,2,2004-04-02,344856500.0
2004,4,3,2004-04-03,363068200.0
2004,4,4,2004-04-04,381683230.0
2004,4,5,2004-04-05,400725400.0
2004,4,6,2004-04-06,420219970.0
2004,4,7,2004-04-07,440193500.0
2004,4,8,2004-04-08,460674200.0
2004,4,9,2004-04-09,481691970.0
2004,4,10,2004-04-10,503278530.0
2004,4,11,2004-04-11,525467360.0
2004,4,12,2004-04-12,548294300.0
2004,4,13,2004-04-13,571797060.0
2004,4,14,2004-04-14,596016100.0
2004,4,15,2004-04-15,620994560.0
2004,4,16,2004-04-16,646777860.0
2004,4,17,2004-04-17,673414850.0
2004,4,18,2004-04-18,700957600.0
2004,4,19,2004-04-19,729461300.0
2004,4,20,2004-04-20,758985200.0
2004,4,21,2004-04-21,789592260.0
2004,4,22,2004-04-22,821349760.0
2004,4,23,2004-04-23,854329400.0
2004,4,24,2004-04-24,888607800.0
2004,4,25,2004-04-25,924266600.0
2004,4,26,2004-04-26,961392800.0
2004,4,27,2004-04-27,1000078700.0
2004,4,28,2004-04-28,1040423000.0
2004,4,29,2004-04-29,1082530000.0
2004,4,30,2004-04-30,1126510600.0
2004,5,1,2004-05-01,361994430.0
2004,5,2,2004-05-02,380314560.0
2004,5,3,2004-05-03,399061980.0
2004,5,4,2004-05-04,418261860.0
2004,5,5,2004-05-05,437940770.0
2004,5,6,2004-05-06,458127140.0
2004,5,7,2004-05-07,478850660.0
2004,5,8,2004-05-08,500143000.0
2004,5,9,2004-05-09,522037950.0
2004,5,10,2004-05-10,544571260.0
2004,5,11,2004-05-11,567780800.0
2004,5,12,2004-05-12,591707200.0
2004,5,13,2004-05-13,616393400.0
2004,5,14,2004-05-14,641885300.0
2004,5,15,2004-05-15,668231900.0
2004,5,16,2004-05-16,695485060.0
2004,5,17,2004-05-17,723700700.0
2004,5,18,2004-05-18,752937900.0
2004,5,19,2004-05-19,783260100.0
2004,5,20,2004-05-20,814734660.0
2004,5,21,2004-05-21,847433700.0
2004,5,22,2004-05-22,881434000.0
2004,5,23,2004-05-23,916817540.0
2004,5,24,2004-05-24,953671400.0
2004,5,25,2004-05-25,992088260.0
2004,5,26,2004-05-26,1032167000.0
2004,5,27,2004-05-27,1074011900.0
2004,5,28,2004-05-28,1117734000.0
2004,5,29,2004-05-29,1163450000.0
2004,5,30,2004-05-30,1211283100.0
2004,5,31,2004-05-31,1261362200.0
2004,6,1,2004-06-01,443881100.0
2004,6,2,2004-06-02,464964450.0
2004,6,3,2004-06-03,486583700.0
2004,6,4,2004-06-04,508770560.0
2004,6,5,2004-06-05,531558300.0
2004,6,6,2004-06-06,554982460.0
2004,6,7,2004-06-07,579080900.0
2004,6,8,2004-06-08,603893500.0
2004,6,9,2004-06-09,629463040.0
2004,6,10,2004-06-10,655834750.0
2004,6,11,2004-06-11,683057200.0
2004,6,12,2004-06-12,711181700.0
2004,6,13,2004-06-13,740263230.0
2004,6,14,2004-06-14,770360300.0
2004,6,15,2004-06-15,801535500.0
2004,6,16,2004-06-16,833855200.0
2004,6,17,2004-06-17,867390800.0
2004,6,18,2004-06-18,902217860.0
2004,6,19,2004-06-19,938417540.0
2004,6,20,2004-06-20,976075800.0
2004,6,21,2004-06-21,1015284700.0
2004,6,22,2004-06-22,1056142100.0
2004,6,23,2004-06-23,1098751900.0
2004,6,24,2004-06-24,1143224400.0
2004,6,25,2004-06-25,1189676900.0
2004,6,26,2004-06-26,1238233200.0
2004,6,27,2004-06-27,1289023400.0
2004,6,28,2004-06-28,1342184700.0
2004,6,29,2004-06-29,1397860200.0
2004,6,30,2004-06-30,1456198800.0
2004,7,1,2004-07-01,480470750.0
2004,7,2,2004-07-02,502127140.0
2004,7,3,2004-07-03,524381760.0
2004,7,4,2004-07-04,547269950.0
2004,7,5,2004-07-05,570829500.0
2004,7,6,2004-07-06,595100100.0
2004,7,7,2004-07-07,620124540.0
2004,7,8,2004-07-08,645948200.0
2004,7,9,2004-07-09,672619200.0
2004,7,10,2004-07-10,700189200.0
2004,7,11,2004-07-11,728712960.0
2004,7,12,2004-07-12,758249100.0
2004,7,13,2004-07-13,788860100.0
2004,7,14,2004-07-14,820612500.0
2004,7,15,2004-07-15,853577340.0
2004,7,16,2004-07-16,887830660.0
2004,7,17,2004-07-17,923453250.0
2004,7,18,2004-07-18,960531140.0
2004,7,19,2004-07-19,999156300.0
2004,7,20,2004-07-20,1039426370.0
2004,7,21,2004-07-21,1081444900.0
2004,7,22,2004-07-22,1125322200.0
2004,7,23,2004-07-23,1171174500.0
2004,7,24,2004-07-24,1219124500.0
2004,7,25,2004-07-25,1269301500.0
2004,7,26,2004-07-26,1321840900.0
2004,7,27,2004-07-27,1376883200.0
2004,7,28,2004-07-28,1434574800.0
2004,7,29,2004-07-29,1495065500.0
2004,7,30,2004-07-30,1558507500.0
2004,7,31,2004-07-31,1625053400.0
2004,8,1,2004-08-01,544942460.0
2004,8,2,2004-08-02,568503900.0
2004,8,3,2004-08-03,592769800.0
2004,8,4,2004-08-04,617782600.0
2004,8,5,2004-08-05,643587000.0
2004,8,6,2004-08-06,670230700.0
2004,8,7,2004-08-07,697764740.0
2004,8,8,2004-08-08,726243300.0
2004,8,9,2004-08-09,755724350.0
2004,8,10,2004-08-10,786269500.0
2004,8,11,2004-08-11,817944700.0
2004,8,12,2004-08-12,850820200.0
2004,8,13,2004-08-13,884971200.0
2004,8,14,2004-08-14,920477300.0
2004,8,15,2004-08-15,957423940.0
2004,8,16,2004-08-16,995901900.0
2004,8,17,2004-08-17,1036007800.0
2004,8,18,2004-08-18,1077844400.0
2004,8,19,2004-08-19,1121520300.0
2004,8,20,2004-08-20,1167151200.0
2004,8,21,2004-08-21,1214859300.0
2004,8,22,2004-08-22,1264772600.0
2004,8,23,2004-08-23,1317025800.0
2004,8,24,2004-08-24,1371759400.0
2004,8,25,2004-08-25,1429119100.0
2004,8,26,2004-08-26,1489255200.0
2004,8,27,2004-08-27,1552320600.0
2004,8,28,2004-08-28,1618470300.0
2004,8,29,2004-08-29,1687857000.0
2004,8,30,2004-08-30,1760630300.0
2004,8,31,2004-08-31,1836931300.0
2004,9,1,2004-09-01,648555840.0
2004,9,2,2004-09-02,675730800.0
2004,9,3,2004-09-03,703782100.0
2004,9,4,2004-09-04,732762560.0
2004,9,5,2004-09-05,762728900.0
2004,9,6,2004-09-06,793741440.0
2004,9,7,2004-09-07,825864400.0
2004,9,8,2004-09-08,859166400.0
2004,9,9,2004-09-09,893720770.0
2004,9,10,2004-09-10,929605570.0
2004,9,11,2004-09-11,966904060.0
2004,9,12,2004-09-12,1005705150.0
2004,9,13,2004-09-13,1046103550.0
2004,9,14,2004-09-14,1088200000.0
2004,9,15,2004-09-15,1132101500.0
2004,9,16,2004-09-16,1177921900.0
2004,9,17,2004-09-17,1225782000.0
2004,9,18,2004-09-18,1275808800.0
2004,9,19,2004-09-19,1328137000.0
2004,9,20,2004-09-20,1382907400.0
2004,9,21,2004-09-21,1440267900.0
2004,9,22,2004-09-22,1500371600.0
2004,9,23,2004-09-23,1563376900.0
2004,9,24,2004-09-24,1629446000.0
2004,9,25,2004-09-25,1698742800.0
2004,9,26,2004-09-26,1771431200.0
2004,9,27,2004-09-27,1847671900.0
2004,9,28,2004-09-28,1927618300.0
2004,9,29,2004-09-29,2011412500.0
2004,9,30,2004-09-30,2099178500.0
2004,10,1,2004-10-01,681968100.0
2004,10,2,2004-10-02,709922050.0
2004,10,3,2004-10-03,738843000.0
2004,10,4,2004-10-04,768790340.0
2004,10,5,2004-10-05,799827200.0
2004,10,6,2004-10-06,832021300.0
2004,10,7,2004-10-07,865444740.0
2004,10,8,2004-10-08,900174400.0
2004,10,9,2004-10-09,936292160.0
2004,10,10,2004-10-10,973885630.0
2004,10,11,2004-10-11,1013047550.0
2004,10,12,2004-10-12,1053876900.0
2004,10,13,2004-10-13,1096479100.0
2004,10,14,2004-10-14,1140965600.0
2004,10,15,2004-10-15,1187454200.0
2004,10,16,2004-10-16,1236069900.0
2004,10,17,2004-10-17,1286943100.0
2004,10,18,2004-10-18,1340211500.0
2004,10,19,2004-10-19,1396017700.0
2004,10,20,2004-10-20,1454509300.0
2004,10,21,2004-10-21,1515838800.0
2004,10,22,2004-10-22,1580160500.0
2004,10,23,2004-10-23,1647629700.0
2004,10,24,2004-10-24,1718399000.0
2004,10,25,2004-10-25,1792616300.0
2004,10,26,2004-10-26,1870419800.0
2004,10,27,2004-10-27,1951933800.0
2004,10,28,2004-10-28,2037261800.0
2004,10,29,2004-10-29,2126479000.0
2004,10,30,2004-10-30,2219624700.0
2004,10,31,2004-10-31,2316693000.0
2004,11,1,2004-11-01,798913540.0
2004,11,2,2004-11-02,831217100.0
2004,11,3,2004-11-03,864712700.0
2004,11,4,2004-11-04,899474600.0
2004,11,5,2004-11-05,935581900.0
2004,11,6,2004-11-06,973118700.0
2004,11,7,2004-11-07,1012175040.0
2004,11,8,2004-11-08,1052846850.0
2004,11,9,2004-11-09,1095235700.0
2004,11,10,2004-11-10,1139450200.0
2004,11,11,2004-11-11,1185605000.0
2004,11,12,2004-11-12,1233822300.0
2004,11,13,2004-11-13,1284230700.0
2004,11,14,2004-11-14,1336965400.0
2004,11,15,2004-11-15,1392169100.0
2004,11,16,2004-11-16,1449990000.0
2004,11,17,2004-11-17,1510582500.0
2004,11,18,2004-11-18,1574105300.0
2004,11,19,2004-11-19,1640721000.0
2004,11,20,2004-11-20,1710593400.0
2004,11,21,2004-11-21,1783885300.0
2004,11,22,2004-11-22,1860756100.0
2004,11,23,2004-11-23,1941356700.0
2004,11,24,2004-11-24,2025825300.0
2004,11,25,2004-11-25,2114280700.0
2004,11,26,2004-11-26,2206817000.0
2004,11,27,2004-11-27,2303492400.0
2004,11,28,2004-11-28,2404322000.0
2004,11,29,2004-11-29,2509266200.0
2004,11,30,2004-11-30,2618219800.0
2004,12,1,2004-12-01,827847400.0
2004,12,2,2004-12-02,861100540.0
2004,12,3,2004-12-03,895654700.0
2004,12,4,2004-12-04,931591800.0
2004,12,5,2004-12-05,968998700.0
2004,12,6,2004-12-06,1007968200.0
2004,12,7,2004-12-07,1048598800.0
2004,12,8,2004-12-08,1090995200.0
2004,12,9,2004-12-09,1135268600.0
2004,12,10,2004-12-10,1181536600.0
2004,12,11,2004-12-11,1229923200.0
2004,12,12,2004-12-12,1280558200.0
2004,12,13,2004-12-13,1333579000.0
2004,12,14,2004-12-14,1389127200.0
2004,12,15,2004-12-15,1447349900.0
2004,12,16,2004-12-16,1508398300.0
2004,12,17,2004-12-17,1572426200.0
2004,12,18,2004-12-18,1639587100.0
2004,12,19,2004-12-19,1710032600.0
2004,12,20,2004-12-20,1783909200.0
2004,12,21,2004-12-21,1861353700.0
2004,12,22,2004-12-22,1942488700.0
2004,12,23,2004-12-23,2027415000.0
2004,12,24,2004-12-24,2116206100.0
2004,12,25,2004-12-25,2208898600.0
2004,12,26,2004-12-26,2305483000.0
2004,12,27,2004-12-27,2405894400.0
2004,12,28,2004-12-28,2510000000.0
2004,12,29,2004-12-29,2617590000.0
2004,12,30,2004-12-30,2728366000.0
2004,12,31,2004-12-31,2841935600.0
2005,1,1,2005-01-01,281483780.0
2005,1,2,2005-01-02,297552900.0
2005,1,3,2005-01-03,313948380.0
2005,1,4,2005-01-04,330689900.0
2005,1,5,2005-01-05,347798000.0
2005,1,6,2005-01-06,365294400.0
2005,1,7,2005-01-07,383202020.0
2005,1,8,2005-01-08,401545020.0
2005,1,9,2005-01-09,420349060.0
2005,1,10,2005-01-10,439641380.0
2005,1,11,2005-01-11,459450660.0
2005,1,12,2005-01-12,479807360.0
2005,1,13,2005-01-13,500744060.0
2005,1,14,2005-01-14,522295100.0
2005,1,15,2005-01-15,544497100.0
2005,1,16,2005-01-16,567389000.0
2005,1,17,2005-01-17,591012400.0
2005,1,18,2005-01-18,615411400.0
2005,1,19,2005-01-19,640633150.0
2005,1,20,2005-01-20,666727940.0
2005,1,21,2005-01-21,693749400.0
2005,1,22,2005-01-22,721754500.0
2005,1,23,2005-01-23,750804500.0
2005,1,24,2005-01-24,780964300.0
2005,1,25,2005-01-25,812303300.0
2005,1,26,2005-01-26,844895550.0
2005,1,27,2005-01-27,878820030.0
2005,1,28,2005-01-28,914160800.0
2005,1,29,2005-01-29,951007040.0
2005,1,30,2005-01-30,989453900.0
2005,1,31,2005-01-31,1029601900.0
2005,2,1,2005-02-01,396552000.0
2005,2,2,2005-02-02,417402000.0
2005,2,3,2005-02-03,438716200.0
2005,2,4,2005-02-04,460522020.0
2005,2,5,2005-02-05,482848350.0
2005,2,6,2005-02-06,505725900.0
2005,2,7,2005-02-07,529187140.0
2005,2,8,2005-02-08,553266370.0
2005,2,9,2005-02-09,578000100.0
2005,2,10,2005-02-10,603426940.0
2005,2,11,2005-02-11,629588030.0
2005,2,12,2005-02-12,656527000.0
2005,2,13,2005-02-13,684290370.0
2005,2,14,2005-02-14,712927600.0
2005,2,15,2005-02-15,742491400.0
2005,2,16,2005-02-16,773037760.0
2005,2,17,2005-02-17,804626560.0
2005,2,18,2005-02-18,837321700.0
2005,2,19,2005-02-19,871191230.0
2005,2,20,2005-02-20,906307800.0
2005,2,21,2005-02-21,942748700.0
2005,2,22,2005-02-22,980596860.0
2005,2,23,2005-02-23,1019940160.0
2005,2,24,2005-02-24,1060872900.0
2005,2,25,2005-02-25,1103494900.0
2005,2,26,2005-02-26,1147913100.0
2005,2,27,2005-02-27,1194240800.0
2005,2,28,2005-02-28,1242597800.0
2005,3,1,2005-03-01,389688260.0
2005,3,2,2005-03-02,408777540.0
2005,3,3,2005-03-03,428331360.0
2005,3,4,2005-03-04,448377200.0
2005,3,5,2005-03-05,468943970.0
2005,3,6,2005-03-06,490062400.0
2005,3,7,2005-03-07,511765000.0
2005,3,8,2005-03-08,534086400.0
2005,3,9,2005-03-09,557063360.0
2005,3,10,2005-03-10,580735040.0
2005,3,11,2005-03-11,605142900.0
2005,3,12,2005-03-12,630331300.0
2005,3,13,2005-03-13,656347460.0
2005,3,14,2005-03-14,683241540.0
2005,3,15,2005-03-15,711067200.0
2005,3,16,2005-03-16,739881660.0
2005,3,17,2005-03-17,769746050.0
2005,3,18,2005-03-18,800725300.0
2005,3,19,2005-03-19,832888960.0
2005,3,20,2005-03-20,866311200.0
2005,3,21,2005-03-21,901070850.0
2005,3,22,2005-03-22,937252160.0
2005,3,23,2005-03-23,974944900.0
2005,3,24,2005-03-24,1014244400.0
2005,3,25,2005-03-25,1055251900.0
2005,3,26,2005-03-26,1098074900.0
2005,3,27,2005-03-27,1142826900.0
2005,3,28,2005-03-28,1189628000.0
2005,3,29,2005-03-29,1238604400.0
2005,3,30,2005-03-30,1289887900.0
2005,3,31,2005-03-31,1343616100.0
2005,4,1,2005-04-01,476800640.0
2005,4,2,2005-04-02,498814050.0
2005,4,3,2005-04-03,521411680.0
2005,4,4,2005-04-04,544628160.0
2005,4,5,2005-04-05,568500030.0
2005,4,6,2005-04-06,593066200.0
2005,4,7,2005-04-07,618367940.0
2005,4,8,2005-04-08,644449150.0
2005,4,9,2005-04-09,671356800.0
2005,4,10,2005-04-10,699140700.0
2005,4,11,2005-04-11,727853950.0
2005,4,12,2005-04-12,757553300.0
2005,4,13,2005-04-13,788299140.0
2005,4,14,2005-04-14,820155970.0
2005,4,15,2005-04-15,853192600.0
2005,4,16,2005-04-16,887482300.0
2005,4,17,2005-04-17,923103500.0
2005,4,18,2005-04-18,960139600.0
2005,4,19,2005-04-19,998679600.0
2005,4,20,2005-04-20,1038818400.0
2005,4,21,2005-04-21,1080656900.0
2005,4,22,2005-04-22,1124302100.0
2005,4,23,2005-04-23,1169867900.0
2005,4,24,2005-04-24,1217474700.0
2005,4,25,2005-04-25,1267250000.0
2005,4,26,2005-04-26,1319327200.0
2005,4,27,2005-04-27,1373847200.0
2005,4,28,2005-04-28,1430956400.0
2005,4,29,2005-04-29,1490806900.0
2005,4,30,2005-04-30,1553555100.0
2005,5,1,2005-05-01,514944100.0
2005,5,2,2005-05-02,537608400.0
2005,5,3,2005-05-03,560926460.0
2005,5,4,2005-05-04,584937300.0
2005,5,5,2005-05-05,609682200.0
2005,5,6,2005-05-06,635205300.0
2005,5,7,2005-05-07,661553400.0
2005,5,8,2005-05-08,688776450.0
2005,5,9,2005-05-09,716927800.0
2005,5,10,2005-05-10,746064100.0
2005,5,11,2005-05-11,776246300.0
2005,5,12,2005-05-12,807538700.0
2005,5,13,2005-05-13,840010430.0
2005,5,14,2005-05-14,873735040.0
2005,5,15,2005-05-15,908791200.0
2005,5,16,2005-05-16,945262340.0
2005,5,17,2005-05-17,983237760.0
2005,5,18,2005-05-18,1022812400.0
2005,5,19,2005-05-19,1064087200.0
2005,5,20,2005-05-20,1107168900.0
2005,5,21,2005-05-21,1152171500.0
2005,5,22,2005-05-22,1199214700.0
2005,5,23,2005-05-23,1248425000.0
2005,5,24,2005-05-24,1299934800.0
2005,5,25,2005-05-25,1353883100.0
2005,5,26,2005-05-26,1410414100.0
2005,5,27,2005-05-27,1469675900.0
2005,5,28,2005-05-28,1531821000.0
2005,5,29,2005-05-29,1597003600.0
2005,5,30,2005-05-30,1665376300.0
2005,5,31,2005-05-31,1737088900.0
2005,6,1,2005-06-01,617357500.0
2005,6,2,2005-06-02,643546300.0
2005,6,3,2005-06-03,670553200.0
2005,6,4,2005-06-04,698427140.0
2005,6,5,2005-06-05,727220700.0
2005,6,6,2005-06-06,756989760.0
2005,6,7,2005-06-07,787794000.0
2005,6,8,2005-06-08,819697000.0
2005,6,9,2005-06-09,852766600.0
2005,6,10,2005-06-10,887075200.0
2005,6,11,2005-06-11,922700100.0
2005,6,12,2005-06-12,959723600.0
2005,6,13,2005-06-13,998233540.0
2005,6,14,2005-06-14,1038323600.0
2005,6,15,2005-06-15,1080093300.0
2005,6,16,2005-06-16,1123648900.0
2005,6,17,2005-06-17,1169102700.0
2005,6,18,2005-06-18,1216574300.0
2005,6,19,2005-06-19,1266189600.0
2005,6,20,2005-06-20,1318081900.0
2005,6,21,2005-06-21,1372391300.0
2005,6,22,2005-06-22,1429263500.0
2005,6,23,2005-06-23,1488851500.0
2005,6,24,2005-06-24,1551312100.0
2005,6,25,2005-06-25,1616806900.0
2005,6,26,2005-06-26,1685500000.0
2005,6,27,2005-06-27,1757555000.0
2005,6,28,2005-06-28,1833132800.0
2005,6,29,2005-06-29,1912388200.0
2005,6,30,2005-06-30,1995465100.0
2005,7,1,2005-07-01,653765200.0
2005,7,2,2005-07-02,680771200.0
2005,7,3,2005-07-03,708686140.0
2005,7,4,2005-07-04,737565400.0
2005,7,5,2005-07-05,767468100.0
2005,7,6,2005-07-06,798457400.0
2005,7,7,2005-07-07,830600700.0
2005,7,8,2005-07-08,863969800.0
2005,7,9,2005-07-09,898641400.0
2005,7,10,2005-07-10,934697200.0
2005,7,11,2005-07-11,972224300.0
2005,7,12,2005-07-12,1011315600.0
2005,7,13,2005-07-13,1052069600.0
2005,7,14,2005-07-14,1094591400.0
2005,7,15,2005-07-15,1138991900.0
2005,7,16,2005-07-16,1185389000.0
2005,7,17,2005-07-17,1233907100.0
2005,7,18,2005-07-18,1284676700.0
2005,7,19,2005-07-19,1337834500.0
2005,7,20,2005-07-20,1393523700.0
2005,7,21,2005-07-21,1451891300.0
2005,7,22,2005-07-22,1513089500.0
2005,7,23,2005-07-23,1577273100.0
2005,7,24,2005-07-24,1644596900.0
2005,7,25,2005-07-25,1715214500.0
2005,7,26,2005-07-26,1789273300.0
2005,7,27,2005-07-27,1866913400.0
2005,7,28,2005-07-28,1948259000.0
2005,7,29,2005-07-29,2033415000.0
2005,7,30,2005-07-30,2122458500.0
2005,7,31,2005-07-31,2215431400.0
2005,8,1,2005-08-01,727378940.0
2005,8,2,2005-08-02,756910660.0
2005,8,3,2005-08-03,787507600.0
2005,8,4,2005-08-04,819235650.0
2005,8,5,2005-08-05,852165060.0
2005,8,6,2005-08-06,886370800.0
2005,8,7,2005-08-07,921933100.0
2005,8,8,2005-08-08,958937300.0
2005,8,9,2005-08-09,997473900.0
2005,8,10,2005-08-10,1037639940.0
2005,8,11,2005-08-11,1079538200.0
2005,8,12,2005-08-12,1123277700.0
2005,8,13,2005-08-13,1168973800.0
2005,8,14,2005-08-14,1216748900.0
2005,8,15,2005-08-15,1266731100.0
2005,8,16,2005-08-16,1319055700.0
2005,8,17,2005-08-17,1373863000.0
2005,8,18,2005-08-18,1431299200.0
2005,8,19,2005-08-19,1491514600.0
2005,8,20,2005-08-20,1554662900.0
2005,8,21,2005-08-21,1620899000.0
2005,8,22,2005-08-22,1690376600.0
2005,8,23,2005-08-23,1763245400.0
2005,8,24,2005-08-24,1839648100.0
2005,8,25,2005-08-25,1919713300.0
2005,8,26,2005-08-26,2003553000.0
2005,8,27,2005-08-27,2091252900.0
2005,8,28,2005-08-28,2182866000.0
2005,8,29,2005-08-29,2278403300.0
2005,8,30,2005-08-30,2377823700.0
2005,8,31,2005-08-31,2481022000.0
2005,9,1,2005-09-01,851750300.0
2005,9,2,2005-09-02,886013100.0
2005,9,3,2005-09-03,921592400.0
2005,9,4,2005-09-04,958570430.0
2005,9,5,2005-09-05,997035300.0
2005,9,6,2005-09-06,1037080640.0
2005,9,7,2005-09-07,1078806000.0
2005,9,8,2005-09-08,1122317400.0
2005,9,9,2005-09-09,1167727400.0
2005,9,10,2005-09-10,1215155600.0
2005,9,11,2005-09-11,1264727900.0
2005,9,12,2005-09-12,1316577500.0
2005,9,13,2005-09-13,1370844200.0
2005,9,14,2005-09-14,1427674100.0
2005,9,15,2005-09-15,1487219300.0
2005,9,16,2005-09-16,1549636900.0
2005,9,17,2005-09-17,1615087700.0
2005,9,18,2005-09-18,1683735600.0
2005,9,19,2005-09-19,1755743000.0
2005,9,20,2005-09-20,1831270100.0
2005,9,21,2005-09-21,1910470900.0
2005,9,22,2005-09-22,1993487900.0
2005,9,23,2005-09-23,2080446100.0
2005,9,24,2005-09-24,2171447800.0
2005,9,25,2005-09-25,2266563000.0
2005,9,26,2005-09-26,2365821400.0
2005,9,27,2005-09-27,2469201700.0
2005,9,28,2005-09-28,2576619800.0
2005,9,29,2005-09-29,2687918600.0
2005,9,30,2005-09-30,2802856000.0
2005,10,1,2005-10-01,882989600.0
2005,10,2,2005-10-02,918416450.0
2005,10,3,2005-10-03,955283600.0
2005,10,4,2005-10-04,993681800.0
2005,10,5,2005-10-05,1033707840.0
2005,10,6,2005-10-06,1075464400.0
2005,10,7,2005-10-07,1119060100.0
2005,10,8,2005-10-08,1164610800.0
2005,10,9,2005-10-09,1212237600.0
2005,10,10,2005-10-10,1262069100.0
2005,10,11,2005-10-11,1314239700.0
2005,10,12,2005-10-12,1368889600.0
2005,10,13,2005-10-13,1426164100.0
2005,10,14,2005-10-14,1486213000.0
2005,10,15,2005-10-15,1549188400.0
2005,10,16,2005-10-16,1615243800.0
2005,10,17,2005-10-17,1684531700.0
2005,10,18,2005-10-18,1757199700.0
2005,10,19,2005-10-19,1833387500.0
2005,10,20,2005-10-20,1913220600.0
2005,10,21,2005-10-21,1996807600.0
2005,10,22,2005-10-22,2084229000.0
2005,10,23,2005-10-23,2175532800.0
2005,10,24,2005-10-24,2270724000.0
2005,10,25,2005-10-25,2369753900.0
2005,10,26,2005-10-26,2472510500.0
2005,10,27,2005-10-27,2578805800.0
2005,10,28,2005-10-28,2688368400.0
2005,10,29,2005-10-29,2800834000.0
2005,10,30,2005-10-30,2915737600.0
2005,10,31,2005-10-31,3032513800.0
2005,11,1,2005-11-01,1022610700.0
2005,11,2,2005-11-02,1063744060.0
2005,11,3,2005-11-03,1106634200.0
2005,11,4,2005-11-04,1151391900.0
2005,11,5,2005-11-05,1198134500.0
2005,11,6,2005-11-06,1246986200.0
2005,11,7,2005-11-07,1298078200.0
2005,11,8,2005-11-08,1351547900.0
2005,11,9,2005-11-09,1407539700.0
2005,11,10,2005-11-10,1466203400.0
2005,11,11,2005-11-11,1527694200.0
2005,11,12,2005-11-12,1592171100.0
2005,11,13,2005-11-13,1659795600.0
2005,11,14,2005-11-14,1730729600.0
2005,11,15,2005-11-15,1805132200.0
2005,11,16,2005-11-16,1883156200.0
2005,11,17,2005-11-17,1964944800.0
2005,11,18,2005-11-18,2050624000.0
2005,11,19,2005-11-19,2140298200.0
2005,11,20,2005-11-20,2234040800.0
2005,11,21,2005-11-21,2331887000.0
2005,11,22,2005-11-22,2433821000.0
2005,11,23,2005-11-23,2539767600.0
2005,11,24,2005-11-24,2649581000.0
2005,11,25,2005-11-25,2763031300.0
2005,11,26,2005-11-26,2879795500.0
2005,11,27,2005-11-27,2999450400.0
2005,11,28,2005-11-28,3121466400.0
2005,11,29,2005-11-29,3245205800.0
2005,11,30,2005-11-30,3369931800.0
2005,12,1,2005-12-01,1052012000.0
2005,12,2,2005-12-02,1094593300.0
2005,12,3,2005-12-03,1139070200.0
2005,12,4,2005-12-04,1185561600.0
2005,12,5,2005-12-05,1234192000.0
2005,12,6,2005-12-06,1285092700.0
2005,12,7,2005-12-07,1338400600.0
2005,12,8,2005-12-08,1394258400.0
2005,12,9,2005-12-09,1452813300.0
2005,12,10,2005-12-10,1514215600.0
2005,12,11,2005-12-11,1578617900.0
2005,12,12,2005-12-12,1646172200.0
2005,12,13,2005-12-13,1717028000.0
2005,12,14,2005-12-14,1791326800.0
2005,12,15,2005-12-15,1869201200.0
2005,12,16,2005-12-16,1950765700.0
2005,12,17,2005-12-17,2036113300.0
2005,12,18,2005-12-18,2125305600.0
2005,12,19,2005-12-19,2218365700.0
2005,12,20,2005-12-20,2315267600.0
2005,12,21,2005-12-21,2415927300.0
2005,12,22,2005-12-22,2520190200.0
2005,12,23,2005-12-23,2627821000.0
2005,12,24,2005-12-24,2738496300.0
2005,12,25,2005-12-25,2851794000.0
2005,12,26,2005-12-26,2967193300.0
2005,12,27,2005-12-27,3084072400.0
2005,12,28,2005-12-28,3201715500.0
2005,12,29,2005-12-29,3319328300.0
2005,12,30,2005-12-30,3436055800.0
2005,12,31,2005-12-31,3551007500.0
2006,1,1,2006-01-01,318261660.0
2006,1,2,2006-01-02,335366270.0
2006,1,3,2006-01-03,352842080.0
2006,1,4,2006-01-04,370711140.0
2006,1,5,2006-01-05,388996500.0
2006,1,6,2006-01-06,407722850.0
2006,1,7,2006-01-07,426916100.0
2006,1,8,2006-01-08,446603780.0
2006,1,9,2006-01-09,466814900.0
2006,1,10,2006-01-10,487580500.0
